what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1354052286618
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052287782
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1354052287782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354052336386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354052336565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354052336918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354052337082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052340244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052359269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354052365415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052365732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052393358
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354052395579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052397477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052401661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354052401677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052402561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052405661
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052405661
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354052406533
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052406533
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052408082
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052408322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052408421
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1354052413958
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1354052414031
started,bundle,com.adobe.flexbuilder.flexunit,4.6.1.335153,"com.adobe.flexbuilder.flexunit",1354052414252
started,bundle,com.adobe.flexbuilder.as.editor,4.6.1.335153,"com.adobe.flexbuilder.as.editor",1354052414411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052415212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052416418
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1354052416432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052416711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052417149
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052419974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052422541
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052424732
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052429622
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052430271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052430677
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052430959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052431465
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052431727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052431986
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354052432183
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052432389
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354052438358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052439999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052618533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354052618549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052621073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052641888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354052641903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354052642770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052651624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052652563
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1354052652573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052652851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052653668
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354052655779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052660753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052666191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052666277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354052674446
