what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1354057815218
java.specification.name,sysinfo,,,"Java Platform API Specification",1354057815219
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354057815219
java.specification.version,sysinfo,,,"1.6",1354057815219
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354057815219
java.version,sysinfo,,,"1.6.0_32",1354057815219
java.vm.info,sysinfo,,,"mixed mode, sharing",1354057815219
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354057815219
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354057815219
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354057815219
java.vm.specification.version,sysinfo,,,"1.0",1354057815219
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354057815219
java.vm.version,sysinfo,,,"20.7-b02",1354057815219
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1354057815222
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1354057816041
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1354057816051
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1354057816116
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1354057817179
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1354057817301
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1354057817326
started,bundle,com.adobe.flexbuilder.flexunit,4.6.1.335153,"com.adobe.flexbuilder.flexunit",1354057817352
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1354057817479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057819099
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1354057819131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057823297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057823306
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354057823541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057823583
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354057823607
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1354057830369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057831865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057843298
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057844140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057845220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057846817
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1354057846828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057847872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057852900
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1354057854422
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1354057855058
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1354057855080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354057859161
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1354057859398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057861560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354057865481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354057866211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354057866469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354057866667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057922079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1354057922091
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057925990
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057926052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057932352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057976815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057977792
