what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354056912892
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354056915120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056917496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056918971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056918987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056920180
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354056920204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056928737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056995160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354056998212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057002100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057002108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057040128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057040990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057043535
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057043768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057043870
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1354057044031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057047031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057349994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057351009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057355293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057355424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057358117
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057358456
started,bundle,com.adobe.flexide.as.core,4.6.1.335153,"com.adobe.flexide.as.core",1354057358759
started,bundle,com.adobe.flexide.mxml.core,4.6.1.335153,"com.adobe.flexide.mxml.core",1354057358776
started,bundle,com.adobe.flexbuilder.mxml.editor,4.6.1.335153,"com.adobe.flexbuilder.mxml.editor",1354057358866
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1354057359429
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1354057359432
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1354057359434
