what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057935499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1354057935501
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354057948656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354057951656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057966206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058047188
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354058053275
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058085789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058085820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354058093019
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058097617
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058097650
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354058100526
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058102925
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058102955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058113434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058114341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058114850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058177576
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1354058180577
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354058181329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058231913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058232867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058233431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058234546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058236248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058257918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058258471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354058259971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057477548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057478789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057479510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057480629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057481381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057523075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057523739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057525219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057525599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057526281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057527817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1354057530456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057534495
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1354057534514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057535384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057536278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057536872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354057557857
